,Unnamed: 0,Match ID,Competition,Date,Match,Season,Nationality,Country Code,ORIGINAL JERSEY,Lookup Still Required?,Lookup Return Case,Name(s) Found,Translated Name,Original Case,To Remove
119,119,425,"Euros 2016, Qualifiers",27.03.15,North Macedonia vs Belarus,2015,N. Macedonia,MK,5. Маркоски,True,Failed Using Name Looking at Season and Season +-1,['Riste Markoski'],Riste Markoski,Cyrillic Dudes,False
120,120,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Faroe Islands,FO,9. Соренсен,True,Failed Using Name Looking at Season and Season +-1,['Hanus Sørensen'],Sorensen,Cyrillic Dudes,False
121,121,530,"Euros 2016, Qualifiers",11.10.15,Faroe Islands vs Romania,2015,Romania,RO,16. Мэцэл,True,Failed Using Name Looking at Season and Season +-1,['Cosmin Matei'],Matsel,Cyrillic Dudes,False
122,122,536,"Euros 2016, Qualifiers",09.10.14,Liechtenstein vs Montenegro,2014,Montenegro,ME,4. Йованович,True,Failed Using Name Looking at Season and Season +-1,['Andjelko Jovanović'],Jovanović,Cyrillic Dudes,False
123,123,537,"Euros 2016, Qualifiers",09.10.14,Moldova vs Austria,2014,Moldova,MD,7. Кожокарь,True,Failed Using Name Looking at Season and Season +-1,['No matches found even with the lowest threshold.'],Kozhokar,Cyrillic Dudes,False
124,124,824,"Euros 2020, Qualifiers",08.06.19,Scotland vs Cyprus,2019,Cyprus,CY,poljarić,True,Failed Using Name Looking at Season and Season +-1,['Danilo Spoljaric'],poljarić,Cyrillic Dudes,False
125,125,833,"Euros 2020, Qualifiers",09.09.19,San Marino vs Cyprus,2019,Cyprus,CY,poljarić,True,Failed Using Name Looking at Season and Season +-1,['Danilo Spoljaric'],poljarić,Cyrillic Dudes,False
126,126,839,"Euros 2020, Qualifiers",13.10.19,Cyprus vs Russia,2019,Cyprus,CY,poljarić,True,Failed Using Name Looking at Season and Season +-1,['Danilo Spoljaric'],poljarić,Cyrillic Dudes,False
127,127,843,"Euros 2020, Qualifiers",19.11.19,Belgium vs Cyprus,2019,Cyprus,CY,poljarić,True,Failed Using Name Looking at Season and Season +-1,['Danilo Spoljaric'],poljarić,Cyrillic Dudes,False
128,128,356,"Euros 2016, Qualifiers",10.10.14,Latvia vs Iceland,2014,Iceland,IS,18. Э.Бьярнасон,True,Failed Using Name Looking at Season and Season +-1,['Aron Bjarnason'],A Bjarnason,Cyrillic Dudes,False
129,129,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,13. Сиссе,True,Failed Using Name Looking at Season and Season +-1,['Souleymane Cissé'],Pape Abou Cisse,Cyrillic Dudes,False
130,130,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,4. Дианье,True,Failed Using Name Looking at Season and Season +-1,['Cavin Diagne'],Diagne,Cyrillic Dudes,False
131,131,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,7. Санья,True,Failed Using Name Looking at Season and Season +-1,['Amadou Sagna'],Sanya,Cyrillic Dudes,False
132,132,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,15. Ньянг,True,Failed Using Name Looking at Season and Season +-1,['Ousseynou Niang'],Niang,Cyrillic Dudes,False
133,133,59,U-20 World Cup 2019,08.06.19,South Korea U-20 vs Senegal U-20,2019,Senegal,SN,19. Баджи,True,Failed Using Name Looking at Season and Season +-1,['Youssouph Badji'],Badji,Cyrillic Dudes,False
134,134,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,13. Поль,True,Failed Using Name Looking at Season and Season +-1,['Eric de Pablos'],Paul,Cyrillic Dudes,False
135,135,392,"Euros 2016, Qualifiers",16.11.14,Cyprus vs Andorra,2014,Andorra,AD,21. М.Гарсия,True,Failed Using Name Looking at Season and Season +-1,['Christian Garcia'],M Garcia,Cyrillic Dudes,False
136,136,393,"Euros 2016, Qualifiers",16.11.14,Israel vs Bosnia-Herzegovina,2014,Israel,IL,13. Йейни,True,Failed Using Name Looking at Season and Season +-1,['Sherin Yeini'],Jaini,Cyrillic Dudes,False
137,137,403,"Euros 2016, Qualifiers",03.09.15,Israel vs Andorra,2015,Andorra,AD,3. Сан-Николас,True,Failed Using Name Looking at Season and Season +-1,['Luigi San Nicolas'],San Nicolas,Cyrillic Dudes,False
138,138,403,"Euros 2016, Qualifiers",03.09.15,Israel vs Andorra,2015,Andorra,AD,21. Гарсия М.,True,Failed Using Name Looking at Season and Season +-1,['Christian Garcia'],M Garcia,Cyrillic Dudes,False
139,139,555,"Euros 2016, Qualifiers",08.09.15,Moldova vs Montenegro,2015,Montenegro,ME,4. Вукчевич С.,True,Failed Using Name Looking at Season and Season +-1,['Andrija Vukcevic'],S Vukcevic,Cyrillic Dudes,False
140,140,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,1. Иеле,True,Failed Using Name Looking at Season and Season +-1,['Gabriel Foser'],Iele,Cyrillic Dudes,False
141,141,557,"Euros 2016, Qualifiers",09.10.15,Liechtenstein vs Sweden,2015,Liechtenstein,LI,6. Кристен,True,Failed Using Name Looking at Season and Season +-1,['Mathias Christen'],Kristen,Cyrillic Dudes,False
142,142,559,"Euros 2016, Qualifiers",09.10.15,Montenegro vs Austria,2015,Montenegro,ME,4. Вукчевич С.,True,Failed Using Name Looking at Season and Season +-1,['Andrija Vukcevic'],S Vukcevic,Cyrillic Dudes,False
143,143,560,"Euros 2016, Qualifiers",12.10.15,Austria vs Liechtenstein,2015,Liechtenstein,LI,1. Иеле,True,Failed Using Name Looking at Season and Season +-1,['Gabriel Foser'],Iele,Cyrillic Dudes,False
144,0,2588,"World Cup Qualifiers, Asia, 2022",03-06-2021,Bangladesh vs Afghanistan,2021,Bangladesh,BD,M Ra,True,Failed Using Name Looking at Season and Season +-1,['Monaem Raju Khan'],,Group 1 Fail,False
145,1,2592,"World Cup Qualifiers, Asia, 2022",07-06-2021,Bangladesh vs India,2021,Bangladesh,BD,M Ra,True,Failed Using Name Looking at Season and Season +-1,['Monaem Raju Khan'],,Group 1 Fail,False
146,2,2611,"World Cup Qualifiers, Asia, 2022",5-9-2019,Indonesia vs Malaysia,2019,Indonesia,ID,Zul,True,Failed Using Name Looking at Season and Season +-1,['Zulham Zamrun'],,Group 1 Fail,False
147,3,2623,"World Cup Qualifiers, Asia, 2022",10-10-2019,Bangladesh vs Qatar,2019,Bangladesh,BD,M Ra,True,Failed Using Name Looking at Season and Season +-1,['Monaem Raju Khan'],,Group 1 Fail,False
148,4,310,World Cup 2022,21.11.22,England vs Iran,2022,Iran,IR,Hosseini,True,Name Confusion,"['Hossein Hosseini', 'Majid Hosseini']",,Group 1 Fail,False
149,5,310,World Cup 2022,21.11.22,England vs Iran,2022,Iran,IR,Karimi,True,Failed Using Name Looking at Season and Season +-1,Ali Karimi,,Group 1 Fail,False
150,6,311,World Cup 2022,21.11.22,United States vs Wales,2022,United States,US,Mc Kennie,True,Failed Using Name Looking at Season and Season +-1,['Weston Mckennie'],,Group 1 Fail,False
151,7,313,World Cup 2022,25.11.22,England vs United States,2022,United States,US,Mc Kennie,True,Failed Using Name Looking at Season and Season +-1,[‘Weston Mckennie’],,Group 1 Fail,False
152,8,315,World Cup 2022,29.11.22,Iran vs United States,2022,United States,US,Mc Kennie,True,Failed Using Name Looking at Season and Season +-1,[‘Weston Mckennie’],,Group 1 Fail,False
153,9,318,World Cup 2022,26.11.22,Poland vs Saudi Arabia,2022,Saudi Arabia,SA,Al-Dawsari,True,Name Confusion,"['Salem Al-Dawsari', 'Nasser Al-Dawsari']",,Group 1 Fail,False
154,10,1935,"World Cup Qualifiers, Africa, 2018",12-11-2017,Ghana vs Egypt,2017,Ghana,GH,E Gyasi,True,Failed Using Name Looking at Season and Season +-1,['Emmanuel Gyasi'],,Group 1 Fail,False
155,11,3539,"African Cup of Nations, 2019",08-07-2019,Mali vs Cote d'Ivoire,2019,Mali,ML,A Diaby,True,Failed Using Name Looking at Season and Season +-1,['Alassane Diaby'],,Group 1 Fail,False
156,12,3569,"African Cup of Nations, 2019",28-06-2019,Tunisia vs Mali,2019,Mali,ML,A Diaby,True,Failed Using Name Looking at Season and Season +-1,['Alassane Diaby'],,Group 1 Fail,False
157,13,3586,"African Cup of Nations, 2019",24-06-2019,Mali vs Mauritania,2019,Mali,ML,A Diaby,True,Failed Using Name Looking at Season and Season +-1,['Alassane Diaby'],,Group 1 Fail,False
173,29,1873,Nations League 2022-2023,29.03.22,Cyprus vs Estonia,2022,Cyprus,CY,Cham Kyriakou,True,Name Confusion,"['Charalampos Kyriakou', 'Vangelis Kyriakou']",,Group 1 Fail,False
174,30,1879,"World Cup Intercontinental Playoffs, 2018",16-11-2017,Peru vs New Zealand,2017,Peru,PE,A Rodríguez,True,Failed Using Name Looking at Season and Season +-1,['Aldair Rodríguez'],,Group 1 Fail,False
175,31,1882,"World Cup Intercontinental Playoffs, 2018",11-11-2017,New Zealand vs Peru,2017,Peru,PE,A Rodríguez,True,Failed Using Name Looking at Season and Season +-1,['Aldair Rodríguez'],,Group 1 Fail,False
176,32,1886,"World Cup Qualifiers, Africa, 2014",08-09-2013,Cameroon vs Libya,2013,Libya,LY,Ahmed Sa'ad,True,Failed Using Name Looking at Season and Season +-1,['Ahmed Abi Lashhar'],,Group 1 Fail,False
177,33,1909,"World Cup Qualifiers, Africa, 2014",15-10-2013,Ghana vs Egypt,2013,Egypt,EG,Wael Gomaa,True,Failed Using Name Looking at Season and Season +-1,['Ahmed Gomaa'],,Group 1 Fail,False
178,34,1594,Nations League 2020-2021,11.10.20,Northern Ireland vs Austria,2020,Northern Ireland,NI,Mc Govern,True,Failed Using Name Looking at Season and Season +-1,Callum McGregor,,Group 1 Fail,False
179,35,1598,Nations League 2020-2021,15.11.20,Austria vs Northern Ireland,2020,Northern Ireland,NI,Mc Govern,True,Failed Using Name Looking at Season and Season +-1,Callum McGregor,,Group 1 Fail,False
180,36,2831,"World Cup Qualifiers, Europe, 2014",07-06-2013,Iceland vs Slovenia,2013,Iceland,IS,H Halldórsson,True,Failed Using Name Looking at Season and Season +-1,['Hilmar Árni Halldórsson'],,Group 1 Fail,False
181,37,2832,"World Cup Qualifiers, Europe, 2014",07-06-2013,Azerbaijan vs Luxembourg,2013,Azerbaijan,AZ,R Dadaov,True,Failed Using Name Looking at Season and Season +-1,['Renat Dadashov'],,Group 1 Fail,False
182,38,2833,"World Cup Qualifiers, Europe, 2014",15-11-2013,Iceland vs Croatia,2013,Iceland,IS,H Halldórsson,True,Failed Using Name Looking at Season and Season +-1,['Hilmar Árni Halldórsson'],,Group 1 Fail,False
183,39,2837,"World Cup Qualifiers, Europe, 2014",11-10-2013,Iceland vs Cyprus,2013,Iceland,IS,H Halldórsson,True,Failed Using Name Looking at Season and Season +-1,['Hilmar Árni Halldórsson'],,Group 1 Fail,False
184,40,2842,"World Cup Qualifiers, Europe, 2014",22-03-2013,Netherlands vs Estonia,2013,Estonia,EE,H Ojamaa,True,Failed Using Name Looking at Season and Season +-1,['Hindrek Ojamaa'],,Group 1 Fail,False
185,41,2847,"World Cup Qualifiers, Europe, 2014",15-10-2013,Switzerland vs Slovenia,2013,Slovenia,SI,A Struna,True,Failed Using Name Looking at Season and Season +-1,['Aljaz Struna'],,Group 1 Fail,False
186,42,2853,"World Cup Qualifiers, Europe, 2014",06-09-2013,Switzerland vs Iceland,2013,Iceland,IS,H Halldórsson,True,Failed Using Name Looking at Season and Season +-1,['Hilmar Árni Halldórsson'],,Group 1 Fail,False
187,43,2855,"World Cup Qualifiers, Europe, 2014",06-09-2013,Estonia vs Netherlands,2013,Estonia,EE,H Ojamaa,True,Failed Using Name Looking at Season and Season +-1,['Hindrek Ojamaa'],,Group 1 Fail,False
188,44,2856,"World Cup Qualifiers, Europe, 2014",10-09-2013,Cyprus vs Slovenia,2013,Slovenia,SI,A Struna,True,Failed Using Name Looking at Season and Season +-1,['Aljaz Struna'],,Group 1 Fail,False
189,45,2861,"World Cup Qualifiers, Europe, 2014",22-03-2013,Andorra vs Turkey,2013,Turkey,TR,S Kaya,True,Failed Using Name Looking at Season and Season +-1,['Suat Kaya'],,Group 1 Fail,False
190,46,2872,"World Cup Qualifiers, Europe, 2014",10-09-2013,Iceland vs Albania,2013,Iceland,IS,H Halldórsson,True,Failed Using Name Looking at Season and Season +-1,['Hilmar Árni Halldórsson'],,Group 1 Fail,False
191,47,2874,"World Cup Qualifiers, Europe, 2014",06-09-2013,Finland vs Spain,2013,Finland,FI,N Mäenpää,True,Failed Using Name Looking at Season and Season +-1,['Niilo Mäenpää'],,Group 1 Fail,False
192,48,951,"Euros 2024, Qualifiers",15.10.23,Wales vs Croatia,2023,Wales,WA,James,True,Name Confusion,"['Daniel James', 'Jordan James']",,Group 1 Fail,False
193,49,953,"Euros 2024, Qualifiers",18.11.23,Armenia vs Wales,2023,Wales,WA,James,True,Name Confusion,"['Daniel James', 'Jordan James']",,Group 1 Fail,False
194,50,956,"Euros 2024, Qualifiers",21.11.23,Wales vs Turkey,2023,Wales,WA,James,True,Name Confusion,"['Daniel James', 'Jordan James']",,Group 1 Fail,False
195,51,1985,"World Cup Qualifiers, Africa, 2018",12-11-2016,Cape Verde vs Burkina Faso,2016,Cape Verde,CV,Ricardo,True,Name Confusion,"['Ricardo Silva', 'Ricardo Gomes']",,Group 1 Fail,False
196,52,1995,"World Cup Qualifiers, Africa, 2018",01-09-2017,Morocco vs Mali,2017,Mali,ML,A Diaby,True,Failed Using Name Looking at Season and Season +-1,['Alassane Diaby'],,Group 1 Fail,False
197,53,2531,"World Cup Qualifiers, Asia, 2022",10-10-2019,United Arab Emirates vs Indonesia,2019,Indonesia,ID,Zul,True,Failed Using Name Looking at Season and Season +-1,['Zulham Zamrun'],,Group 1 Fail,False
198,54,2537,"World Cup Qualifiers, Asia, 2022",11-06-2021,Singapore vs Saudi Arabia,2021,Singapore,SG,S Sulaiman,True,Failed Using Name Looking at Season and Season +-1,['Safirul Sulaiman'],,Group 1 Fail,False
199,55,2545,"World Cup Qualifiers, Asia, 2022",03-06-2021,Palestine vs Singapore,2021,Singapore,SG,S Sulaiman,True,Failed Using Name Looking at Season and Season +-1,['Safirul Sulaiman'],,Group 1 Fail,False
200,56,2546,"World Cup Qualifiers, Asia, 2022",15-10-2019,India vs Bangladesh,2019,Bangladesh,BD,M Ra,True,Failed Using Name Looking at Season and Season +-1,['Monaem Raju Khan'],,Group 1 Fail,False
201,57,2556,"World Cup Qualifiers, Asia, 2022",10-10-2019,Saudi Arabia vs Singapore,2019,Singapore,SG,S Sulaiman,True,Failed Using Name Looking at Season and Season +-1,['Safirul Sulaiman'],,Group 1 Fail,False
202,58,857,"Euros 2020, Qualifiers",11.06.19,Liechtenstein vs Finland,2019,Liechtenstein,LI,M Büchel,True,Name Confusion,"['Martin Büchel', 'Marcel Büchel']",,Group 1 Fail,False
203,59,859,"Euros 2020, Qualifiers",05.09.19,Bosnia-Herzegovina vs Liechtenstein,2019,Bosnia-Herzegovina,BA,Todorović,True,Failed Using Name Looking at Season and Season +-1,['Ognjen Todorovic'],,Group 1 Fail,False
204,60,861,"Euros 2020, Qualifiers",08.09.19,Armenia vs Bosnia-Herzegovina,2019,Bosnia-Herzegovina,BA,Todorović,True,Failed Using Name Looking at Season and Season +-1,['Ognjen Todorovic'],,Group 1 Fail,False
205,61,1086,"Euros 2024, Qualifiers",20.06.23,Bosnia-Herzegovina vs Luxembourg,2023,Luxembourg,LU,Sinani,True,Name Confusion,"['Danel Sinani', 'Dejvid Sinani']",,Group 1 Fail,False
213,69,2935,"World Cup Qualifiers, Europe, 2018",08-10-2016,Azerbaijan vs Norway,2016,Azerbaijan,AZ,R Sadqov,True,Failed Using Name Looking at Season and Season +-1,['Rashad Sadiqov'],,Group 1 Fail,False
214,70,2936,"World Cup Qualifiers, Europe, 2018",07-10-2016,Estonia vs Gibraltar,2016,Estonia,EE,H Anier,True,Failed Using Name Looking at Season and Season +-1,['Hannes Anier'],,Group 1 Fail,False
215,71,2952,"World Cup Qualifiers, Europe, 2018",10-10-2017,Estonia vs Bosnia-Herzegovina-Herzegovina,2017,Estonia,EE,H Anier,True,Failed Using Name Looking at Season and Season +-1,['Hannes Anier'],,Group 1 Fail,False
216,72,2979,"World Cup Qualifiers, Europe, 2018",09-10-2017,Iceland vs Kosovo,2017,Kosovo,XK,B Halimi,True,Failed Using Name Looking at Season and Season +-1,['Betim Halimi'],,Group 1 Fail,False
217,73,2888,"World Cup Qualifiers, Europe, 2014",15-10-2013,Azerbaijan vs Russia,2013,Azerbaijan,AZ,R Dadaov,True,Failed Using Name Looking at Season and Season +-1,['Renat Dadashov'],,Group 1 Fail,False
218,74,2896,"World Cup Qualifiers, Europe, 2014",22-03-2013,Spain vs Finland,2013,Finland,FI,N Mäenpää,True,Failed Using Name Looking at Season and Season +-1,['Niilo Mäenpää'],,Group 1 Fail,False
219,75,2905,"World Cup Qualifiers, Europe, 2014",10-09-2013,Georgia vs Finland,2013,Finland,FI,N Mäenpää,True,Failed Using Name Looking at Season and Season +-1,['Niilo Mäenpää'],,Group 1 Fail,False
220,76,2925,"World Cup Qualifiers, Europe, 2014",15-10-2013,Turkey vs Netherlands,2013,Turkey,TR,S Kaya,True,Failed Using Name Looking at Season and Season +-1,['Suat Kaya'],,Group 1 Fail,False
221,77,2927,"World Cup Qualifiers, Europe, 2014",19-11-2013,Croatia vs Iceland,2013,Iceland,IS,H Halldórsson,True,Failed Using Name Looking at Season and Season +-1,['Hilmar Árni Halldórsson'],,Group 1 Fail,False
258,114,2789,"World Cup Qualifiers, Europe, 2014",06-09-2013,Turkey vs Andorra,2013,Turkey,TR,S Kaya,True,Failed Using Name Looking at Season and Season +-1,['Suat Kaya'],,Group 1 Fail,False
259,115,2794,"World Cup Qualifiers, Europe, 2014",26-03-2013,Turkey vs Hungary,2013,Turkey,TR,S Kaya,True,Failed Using Name Looking at Season and Season +-1,['Suat Kaya'],,Group 1 Fail,False
260,116,2802,"World Cup Qualifiers, Europe, 2014",11-06-2013,Belarus vs Finland,2013,Finland,FI,N Mäenpää,True,Failed Using Name Looking at Season and Season +-1,['Niilo Mäenpää'],,Group 1 Fail,False
261,117,2812,"World Cup Qualifiers, Europe, 2014",15-10-2013,France vs Finland,2013,Finland,FI,N Mäenpää,True,Failed Using Name Looking at Season and Season +-1,['Niilo Mäenpää'],,Group 1 Fail,False
262,118,2820,"World Cup Qualifiers, Europe, 2014",11-10-2013,Estonia vs Turkey,2013,Estonia,EE,H Ojamaa,True,Failed Using Name Looking at Season and Season +-1,['Hindrek Ojamaa'],,Group 1 Fail,False
263,119,2820,"World Cup Qualifiers, Europe, 2014",11-10-2013,Estonia vs Turkey,2013,Turkey,TR,S Kaya,True,Failed Using Name Looking at Season and Season +-1,['Suat Kaya'],,Group 1 Fail,False
264,120,2821,"World Cup Qualifiers, Europe, 2014",07-09-2013,Israel vs Azerbaijan,2013,Azerbaijan,AZ,R Dadaov,True,Failed Using Name Looking at Season and Season +-1,['Renat Dadashov'],,Group 1 Fail,False
265,121,2823,"World Cup Qualifiers, Europe, 2014",11-10-2013,Slovenia vs Norway,2013,Slovenia,SI,A Struna,True,Failed Using Name Looking at Season and Season +-1,['Aljaz Struna'],,Group 1 Fail,False
266,122,2824,"World Cup Qualifiers, Europe, 2014",10-09-2013,Romania vs Turkey,2013,Turkey,TR,S Kaya,True,Failed Using Name Looking at Season and Season +-1,['Suat Kaya'],,Group 1 Fail,False
281,137,2640,"World Cup Qualifiers, Asia, 2022",15-06-2021,Bangladesh vs Oman,2021,Bangladesh,BD,M Ra,True,Failed Using Name Looking at Season and Season +-1,['Monaem Raju Khan'],,Group 1 Fail,False
282,138,2641,"World Cup Qualifiers, Asia, 2022",15-10-2019,Singapore vs Uzbekistan,2019,Singapore,SG,S Sulaiman,True,Failed Using Name Looking at Season and Season +-1,['Safirul Sulaiman'],,Group 1 Fail,False
283,139,2666,"World Cup Qualifiers, Asia, 2022",19-11-2019,Yemen vs Singapore,2019,Singapore,SG,S Sulaiman,True,Failed Using Name Looking at Season and Season +-1,['Safirul Sulaiman'],,Group 1 Fail,False
284,140,2676,"World Cup Qualifiers, Asia, 2022",05-09-2019,Singapore vs Yemen,2019,Singapore,SG,S Sulaiman,True,Failed Using Name Looking at Season and Season +-1,['Safirul Sulaiman'],,Group 1 Fail,False
309,165,1531,Nations League 2018-2020,16.10.18,Gibraltar vs Liechtenstein,2018,Gibraltar,GI,Casciaro,True,Name Confusion,"['Kyle Casciaro', 'Lee Casciaro']",,Group 1 Fail,False
310,166,1534,Nations League 2018-2020,19.11.18,Liechtenstein vs Armenia,2018,Liechtenstein,LI,M Büchel,True,Name Confusion,"['Martin Büchel', 'Marcel Büchel']",,Group 1 Fail,False
311,167,1543,Nations League 2020-2021,07.09.20,Netherlands vs Italy,2020,Italy,IT,D,True,Failed Using Name Looking at Season and Season +-1,Danilo D’Ambrosio,,Group 1 Fail,False
312,168,1545,Nations League 2020-2021,11.10.20,Bosnia-Herzegovina vs Netherlands,2020,Bosnia-Herzegovina,BA,Todorović,True,Failed Using Name Looking at Season and Season +-1,['Ognjen Todorovic'],,Group 1 Fail,False
