,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Wrong Name,Found Name,New Found Name,Status II
251,251,2568,"World Cup Qualifiers, Asia, 2022",Qatar vs Oman,15-10-2019,Oman,OM,2019,SUCCESS,Amran Al-Hidi,137500,FALSE,Used Average of Season Before and After,FALSE,Amran Al-Hidi,A Al Hidi,single,Yes,"['Sulaiman Al-Buraiki', 'Mazin Al-Kasbi', 'Faiyz Al-Rusheidi', 'Nasser Al-Shamli', 'Mohammed Al-Musalami', 'Jaber Al Owaisi', 'Ali Al-Busaidi', 'Ali Salim Al-Nahar', 'Yaqoob Al Qasmi', 'Mohamed Al-Maashari', 'Mohammed Al-Siyabi', 'Al-Abd Al-Nofli', 'Fahad Al-Jalabubi', 'Basim Al-Rajaibi', 'Ismail Al-Ajmi', 'Sami Al-Hasani', 'Abdul Aziz Al-Muqbali', 'Mahnad Obaid Al Zaabi', 'Riyadh Al-Alawi', 'Mohammed Al-Sheiba', 'Amer Said Al-Shatri', 'Khalid Al-Yaqoobi', 'Saad Obaid Al Sadi', 'Yousuf Al Saadi', 'Harib Al-Saadi', 'Mohsin Al Harbi', 'Yaseen Al-Sheyadi', ""Sa'ud Al-Farsi"", 'Salah Al-Yahyaei', 'Hussain Al-Hadhri', 'Jameel Al-Yahmadi', 'Said Al-Razaiqi', 'Mohamed Saleh Al-Ghassani', 'Mohammed Alo Humaid Al Seyabi', 'Ibrahim Al-Mukhaini', 'Ahmed Al-Rawahi', 'Basil Al-Rawahi', 'Hatem Al-Hamhami', 'Khalid Al-Hajri', 'Muhsen Al-Ghassani', 'Ammar Al Rusheidi', 'Khalid Al-Braiki', 'Mohamed Khasib Al-Hosni', 'Amran Al-Farsi', 'Samir Al-Alawi', 'Ahmed Al-Kaabi', 'Munzer Al-Alawi', 'Omar Al-Fazari', 'Arshad Al-Alawi', 'Hatem Al-Rushadi', 'Zahir Al-Aghbari', 'Rabia Al-Alawi', 'Mohammed Al-Ghafri', 'Ahmed Al-Khamisi', 'Saud Ali Al-Habsi', 'Amjad Al-Harthi', 'Ayman Al-Buraiki', 'Yousuf Al-Ghafri', 'Yazed Al-Maashani', 'Abdulrahman Al-Ghassani', 'Essam Al-Subhi', 'Ibrahim Al-Rajhi', 'Abas Al-Hashami', 'Ahmed Al-Matrooshi', 'Ghanim Al-Habashi', 'Samih Al-Hamrashdi', 'Awad Al-Shehri', 'Musab Al-Mamari', 'Tamim Al-Balushi', 'Ahmed Al-Adawi', 'Abdulrahman Al-Mushaifri', 'Abdullah Al-Mushaifri']",Harib Al-Saadi,Done
252,252,2577,"World Cup Qualifiers, Asia, 2022",Nepal vs Kuwait,19-11-2019,Kuwait,KW,2019,SUCCESS,Mubarak Al-Fnaini,87500,FALSE,Used Average of Season Before and After,FALSE,Mubarak Al-Fnaini,Mobarak Al-Faneeni,single,Yes,['Abdulmohsen Ali Al-Turkomani'],Mubarak Al-Fnaini,Done
253,253,3629,"African Cup of Nations, 2021",Egypt vs Sudan,19-01-2022,Sudan,SD,2022,SUCCESS,Mohamed Hashim,0,FALSE,Both Empty,FALSE,Mohamed Hashim,Mohamed Hussein,single,Yes,"['Mohamed Abdel Momen Marhoum', 'Mohamed Elmonzer Gazafe']",Mohamed Hashim,Done
254,254,2023,"World Cup Qualifiers, Africa, 2018",Cameroon vs Zambia,12-11-2016,Cameroon,CM,2016,SUCCESS,Nouhou,12000000,FALSE,Found in Curr Season,FALSE,Nouhou,N Nkoulou,single,Yes,"[""Nicolas N'Koulou"", ""Yannick N'Djeng"", ""Georges-Kevin N'Koudou""]",Nicolas N'Koulou,Done
255,255,2023,"World Cup Qualifiers, Africa, 2018",Cameroon vs Zambia,12-11-2016,Zambia,ZM,2016,SUCCESS,Ziyo Tembo,0,FALSE,Only After + Zero After,FALSE,Ziyo Tembo,Z Tembo,single,Yes,['Fwayo Tembo'],Ziyo Tembo,Done
256,256,2025,"World Cup Qualifiers, Africa, 2018",Madagascar vs Senegal,13-11-2015,Madagascar,MG,2015,SUCCESS,Jean Dieu Randrianasolo,0,FALSE,Only After + Zero After,FALSE,Jean Dieu Randrianasolo,J Randrianasolo,single,Yes,['Andria'],Jean Dieu Randrianasolo,Done
257,257,2025,"World Cup Qualifiers, Africa, 2018",Madagascar vs Senegal,13-11-2015,Madagascar,MG,2015,SUCCESS,Tantely Randrianiaina,0,FALSE,Only After + Zero After,FALSE,Tantely Randrianiaina,T Randrianiaina,single,Yes,['Andria'],Tantely Randrianiaina,Done
258,258,2025,"World Cup Qualifiers, Africa, 2018",Madagascar vs Senegal,13-11-2015,Madagascar,MG,2015,SUCCESS,Tahiana Randrianarisoa,0,FALSE,Only After + Zero After,FALSE,Tahiana Randrianarisoa,T Randrianarisoa,single,Yes,['Andria'],Tahiana Randrianarisoa,Done
259,259,2029,"World Cup Qualifiers, Africa, 2018",Mali vs Gabon,12-11-2016,Gabon,GA,2016,SUCCESS,Serge Angoue,0,FALSE,Both Empty,FALSE,Serge Angoue,S Aboue,single,Yes,['Georges Ambourouet'],Serge Angoue,Done
260,260,2035,"World Cup Qualifiers, Africa, 2018",Rwanda vs Libya,17-11-2015,Rwanda,RW,2015,SUCCESS,Celestin Ndayishimiye,0,FALSE,Only After + Zero After,FALSE,Celestin Ndayishimiye,C Ndayishimiye,single,Yes,['Eric Ndayishimiye'],Celestin Ndayishimiye,Done
261,261,2040,"World Cup Qualifiers, Africa, 2018",Zambia vs Nigeria,09-10-2016,Zambia,ZM,2016,SUCCESS,Adrian Chama,0,FALSE,Used Average of Season Before and After,FALSE,Adrian Chama,A Chama,single,Yes,['Luka Chamanga'],Adrian Chama,Done
262,262,2041,"World Cup Qualifiers, Africa, 2018",Mauritania vs Tunisia,13-11-2015,Mauritania,MR,2015,SUCCESS,Oumar N'Diaye,0,FALSE,Used Average of Season Before and After,FALSE,Oumar N'Diaye,O N''''Diaye,single,Yes,"[""Sidi Mohamed Bilal N'Gara"", ""Almike Moussa N'Diaye""]",Oumar N'Diaye,Done
263,263,2043,"World Cup Qualifiers, Africa, 2022",Seychelles vs Rwanda,05-09-2019,Seychelles,SC,2019,SUCCESS,Olivier Bonté,0,FALSE,Only After + Zero After,FALSE,Olivier Bonté,O Bonte,single,Yes,"[""Stephen O'Donnell""]",Olivier Bonté,Done
264,264,2043,"World Cup Qualifiers, Africa, 2022",Seychelles vs Rwanda,05-09-2019,Seychelles,SC,2019,SUCCESS,Stan Esther,0,FALSE,Only After + Zero After,FALSE,Stan Esther,S Esther,single,Yes,"['Collin Esther', 'Rennick Esther', 'Bertrand Esther', 'Wesley Esther', 'Achille Esther']",Stan Esther,Done
265,265,2054,"World Cup Qualifiers, Africa, 2022",Malawi vs Cameroon,13-11-2021,Malawi,MW,2021,SUCCESS,John Banda,75000,FALSE,Used Average of Season Before and After,FALSE,John Banda,J Banda,single,Yes,"['Frank Banda', 'Righteous Banda', 'Hastings Banda', 'Peter Banda', 'Patrick Banda']",John Banda,Done
266,266,2062,"World Cup Qualifiers, Africa, 2022",Malawi vs Botswana,10-09-2019,Malawi,MW,2019,SUCCESS,John Banda,0,FALSE,Used Average of Season Before and After,FALSE,John Banda,J Banda,single,Yes,"['Frank Banda', 'Righteous Banda', 'Hastings Banda', 'Peter Banda', 'Patrick Banda']",John Banda,Done
267,267,2063,"World Cup Qualifiers, Africa, 2022",Angola vs Gambia,10-09-2019,Gambia,GM,2019,SUCCESS,Ibou Touray,0,FALSE,Only Before + Zero Before,FALSE,Ibou Touray,I Touray,single,Yes,['Ousman Touray'],Ibou Touray,Done
268,268,3096,"World Cup Qualifiers, Europe, 2018",San Marino vs Norway,05-10-2017,San Marino,SM,2017,SUCCESS,Davide Simoncini,0,FALSE,Used Average of Season Before and After,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
269,269,3101,"World Cup Qualifiers, Europe, 2018",San Marino vs Azerbaijan,04-09-2016,San Marino,SM,2016,SUCCESS,Davide Simoncini,0,FALSE,Used Average of Season Before and After,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
270,270,3101,"World Cup Qualifiers, Europe, 2018",San Marino vs Azerbaijan,04-09-2016,San Marino,SM,2016,SUCCESS,Marco Berardi,0,FALSE,Only Before + Zero Before,FALSE,Marco Berardi,M Berardi,single,Yes,['Filippo Berardi'],Marco Berardi,Done
271,271,2629,"World Cup Qualifiers, Asia, 2022",Hong Kong vs Bahrain,14-11-2019,Bahrain,BH,2019,SUCCESS,Sayed Baqer,100000,FALSE,Used Average of Season Before and After,FALSE,Sayed Baqer,Sayed Jaafar,single,Yes,"['Sayed Mohammed Jaffer', 'Sayed Mohamed Adnan', 'Sayed Shubbar Alawi', 'Sayed Mujtaba Al-Muhafdha']",Sayed Mohammed Jaffer,Done
272,272,2638,"World Cup Qualifiers, Asia, 2022",Oman vs Afghanistan,10-10-2019,Oman,OM,2019,SUCCESS,Amran Al-Hidi,0,FALSE,Only Before + Zero Before,FALSE,Amran Al-Hidi,A Al Hidi,single,Yes,"['Sulaiman Al-Buraiki', 'Mazin Al-Kasbi', 'Faiyz Al-Rusheidi', 'Nasser Al-Shamli', 'Mohammed Al-Musalami', 'Jaber Al Owaisi', 'Ali Al-Busaidi', 'Ali Salim Al-Nahar', 'Yaqoob Al Qasmi', 'Mohamed Al-Maashari', 'Mohammed Al-Siyabi', 'Al-Abd Al-Nofli', 'Fahad Al-Jalabubi', 'Basim Al-Rajaibi', 'Ismail Al-Ajmi', 'Sami Al-Hasani', 'Abdul Aziz Al-Muqbali', 'Mahnad Obaid Al Zaabi', 'Riyadh Al-Alawi', 'Mohammed Al-Sheiba', 'Amer Said Al-Shatri', 'Khalid Al-Yaqoobi', 'Saad Obaid Al Sadi', 'Yousuf Al Saadi', 'Harib Al-Saadi', 'Mohsin Al Harbi', 'Yaseen Al-Sheyadi', ""Sa'ud Al-Farsi"", 'Salah Al-Yahyaei', 'Hussain Al-Hadhri', 'Jameel Al-Yahmadi', 'Said Al-Razaiqi', 'Mohamed Saleh Al-Ghassani', 'Mohammed Alo Humaid Al Seyabi', 'Ibrahim Al-Mukhaini', 'Ahmed Al-Rawahi', 'Basil Al-Rawahi', 'Hatem Al-Hamhami', 'Khalid Al-Hajri', 'Muhsen Al-Ghassani', 'Ammar Al Rusheidi', 'Khalid Al-Braiki', 'Mohamed Khasib Al-Hosni', 'Amran Al-Farsi', 'Samir Al-Alawi', 'Ahmed Al-Kaabi', 'Munzer Al-Alawi', 'Omar Al-Fazari', 'Arshad Al-Alawi', 'Hatem Al-Rushadi', 'Zahir Al-Aghbari', 'Rabia Al-Alawi', 'Mohammed Al-Ghafri', 'Ahmed Al-Khamisi', 'Saud Ali Al-Habsi', 'Amjad Al-Harthi', 'Ayman Al-Buraiki', 'Yousuf Al-Ghafri', 'Yazed Al-Maashani', 'Abdulrahman Al-Ghassani', 'Essam Al-Subhi', 'Ibrahim Al-Rajhi', 'Abas Al-Hashami', 'Ahmed Al-Matrooshi', 'Ghanim Al-Habashi', 'Samih Al-Hamrashdi', 'Awad Al-Shehri', 'Musab Al-Mamari', 'Tamim Al-Balushi', 'Ahmed Al-Adawi', 'Abdulrahman Al-Mushaifri', 'Abdullah Al-Mushaifri']",Amran Al-Hidi,Done
273,273,2644,"World Cup Qualifiers, Asia, 2022",Jordan vs Chinese Taipei,19-11-2019,Chinese Taipei,TW,2019,SUCCESS,Wen-Chieh Pan,125000,FALSE,Found in Curr Season,FALSE,Wen-Chieh Pan,Wen Chih-hao,single,Yes,['Chih-Hao Wen'],Chih-Hao Wen,Done
274,274,2652,"World Cup Qualifiers, Asia, 2022",Mongolia vs Brunei,06-06-2019,Mongolia,MN,2019,SUCCESS,Bilgüün Ganbold,0,FALSE,Only Before + Zero Before,FALSE,Bilgüün Ganbold,B Ganbold,single,Yes,"['Gandelger Ganbold', 'Ganbold Ganbayar']",Bilgüün Ganbold,Done
275,275,2657,"World Cup Qualifiers, Asia, 2022",India vs Oman,05-09-2019,Oman,OM,2019,SUCCESS,Ibrahim Al-Mukhaini,112500,FALSE,Used Average of Season Before and After,FALSE,Ibrahim Al-Mukhaini,Ibrahim Al Ghailani,single,Yes,"['Ali Al-Jabri', 'Eid Al-Farsi', 'Ali Al-Habsi', 'Mohammed Alo Humaid Al Seyabi']",Abdul Aziz Gheilani,Done
276,276,2659,"World Cup Qualifiers, Asia, 2022",Iraq vs Bahrain,19-11-2019,Bahrain,BH,2019,SUCCESS,Sayed Baqer,100000,FALSE,Used Average of Season Before and After,FALSE,Sayed Baqer,Sayed Jaafar,single,Yes,"['Sayed Mohammed Jaffer', 'Sayed Mohamed Adnan', 'Sayed Shubbar Alawi', 'Sayed Mujtaba Al-Muhafdha']",Sayed Mohammed Jaffer,Done
277,277,2666,"World Cup Qualifiers, Asia, 2022",Yemen vs Singapore,19-11-2019,Yemen,YE,2019,SUCCESS,Salem Awadh,0,FALSE,Only Before + Zero Before,FALSE,Salem Awadh,Salem Saeed,single,Yes,"['Ahmed Saeed Abdulrab', 'Salem Abdullah Mutran']",Salem Awadh,Done
278,278,2666,"World Cup Qualifiers, Asia, 2022",Yemen vs Singapore,19-11-2019,Yemen,YE,2019,SUCCESS,Mudir Abdurabu,50000,FALSE,Used Average of Season Before and After,FALSE,Mudir Abdurabu,Mudir Al Radaei,single,Yes,"['Ahmed Al-Dhaheri', 'Ammar Al-Baidani']",Mudir Abdurabu,Done
279,279,2666,"World Cup Qualifiers, Asia, 2022",Yemen vs Singapore,19-11-2019,Yemen,YE,2019,SUCCESS,Ahmed Maher,0,FALSE,Only Before + Zero Before,FALSE,Ahmed Maher,Ahmed Sadeq,single,Yes,"['Faisal Abdulrahman Ahmed Ba Hurmuz', 'Hussein Ahmed Al-Ghazi', 'Ahmed Saeed Abdulrab']",Ahmed Saeed Abdulrab,Done
280,280,2667,"World Cup Qualifiers, Asia, 2022",Bahrain vs Iran,15-10-2019,Bahrain,BH,2019,SUCCESS,Sayed Baqer,100000,FALSE,Used Average of Season Before and After,FALSE,Sayed Baqer,Sayed Jaafar,single,Yes,"['Sayed Mohammed Jaffer', 'Sayed Mohamed Adnan', 'Sayed Shubbar Alawi', 'Sayed Mujtaba Al-Muhafdha']",Sayed Mohammed Jaffer,Done
281,281,2668,"World Cup Qualifiers, Asia, 2022",Myanmar vs Mongolia,19-11-2019,Mongolia,MN,2019,SUCCESS,Bilgüün Ganbold,0,FALSE,Only Before + Zero Before,FALSE,Bilgüün Ganbold,B Ganbold,single,Yes,"['Gandelger Ganbold', 'Ganbold Ganbayar']",Bilgüün Ganbold,Done
282,282,2673,"World Cup Qualifiers, Asia, 2022",Cambodia vs Bahrain,10-09-2019,Bahrain,BH,2019,SUCCESS,Sayed Baqer,100000,FALSE,Used Average of Season Before and After,FALSE,Sayed Baqer,Sayed Jaafar,single,Yes,"['Sayed Mohammed Jaffer', 'Sayed Mohamed Adnan', 'Sayed Shubbar Alawi', 'Sayed Mujtaba Al-Muhafdha']",Sayed Mohammed Jaffer,Done
283,283,2676,"World Cup Qualifiers, Asia, 2022",Singapore vs Yemen,05-09-2019,Yemen,YE,2019,SUCCESS,Salem Awadh,0,FALSE,Only Before + Zero Before,FALSE,Salem Awadh,Salem Saeed,single,Yes,"['Ahmed Saeed Abdulrab', 'Salem Abdullah Mutran']",Salem Awadh,Done
284,284,2676,"World Cup Qualifiers, Asia, 2022",Singapore vs Yemen,05-09-2019,Yemen,YE,2019,SUCCESS,Mudir Abdurabu,50000,FALSE,Used Average of Season Before and After,FALSE,Mudir Abdurabu,Mudir Al Radaei,single,Yes,"['Ahmed Al-Dhaheri', 'Ammar Al-Baidani']",Mudir Abdurabu,Done
285,285,2676,"World Cup Qualifiers, Asia, 2022",Singapore vs Yemen,05-09-2019,Yemen,YE,2019,SUCCESS,Ahmed Maher,0,FALSE,Only Before + Zero Before,FALSE,Ahmed Maher,Ahmed Sadeq,single,Yes,"['Faisal Abdulrahman Ahmed Ba Hurmuz', 'Hussein Ahmed Al-Ghazi', 'Ahmed Saeed Abdulrab']",Ahmed Saeed Abdulrab,Done
286,286,3187,"World Cup Qualifiers, Europe, 2018",San Marino vs Northern Ireland,01-09-2017,San Marino,SM,2017,SUCCESS,Davide Simoncini,0,FALSE,Used Average of Season Before and After,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
287,287,3204,"World Cup Qualifiers, Europe, 2018",Northern Ireland vs San Marino,08-10-2016,San Marino,SM,2016,SUCCESS,Marco Berardi,0,FALSE,Only Before + Zero Before,FALSE,Marco Berardi,M Berardi,single,Yes,['Filippo Berardi'],Marco Berardi,Done
288,288,3204,"World Cup Qualifiers, Europe, 2018",Northern Ireland vs San Marino,08-10-2016,San Marino,SM,2016,SUCCESS,Fabio Vitaioli,0,FALSE,Used Average of Season Before and After,FALSE,Fabio Vitaioli,F Vitaioli,single,Yes,['Matteo Vitaioli'],Fabio Vitaioli,Done
289,289,3204,"World Cup Qualifiers, Europe, 2018",Northern Ireland vs San Marino,08-10-2016,San Marino,SM,2016,SUCCESS,Davide Simoncini,0,FALSE,Used Average of Season Before and After,FALSE,Davide Simoncini,D Simoncini,single,Yes,['Aldo Simoncini'],Davide Simoncini,Done
290,290,3741,"Gold Cup, 2019",Haiti vs Bermuda,17-06-2019,Bermuda,BM,2019,SUCCESS,Osagi Bascome,0,FALSE,Only Before + Zero Before,FALSE,Osagi Bascome,O Bascome,single,Yes,['Drewonde Bascome'],Osagi Bascome,Done
291,291,3751,"Gold Cup, 2021",El Salvador vs Guatemala,12-07-2021,El Salvador,SV,2021,SUCCESS,Ronald Rodríguez,125000,FALSE,Used Average of Season Before and After,FALSE,Ronald Rodríguez,R Rodríguez,single,Yes,['Óscar Rodríguez'],Ronald Rodríguez,Done
292,292,3752,"Gold Cup, 2021",Honduras vs Qatar,21-07-2021,Honduras,HN,2021,SUCCESS,Diego Rodríguez,0,FALSE,Only Before + Zero Before,FALSE,Diego Rodríguez,D Rodríguez,single,Yes,['Juan Josué Rodríguez'],Diego Rodríguez,Done
293,293,3757,"Gold Cup, 2021",Mexico vs Honduras,25-07-2021,Honduras,HN,2021,SUCCESS,Diego Rodríguez,0,FALSE,Only Before + Zero Before,FALSE,Diego Rodríguez,D Rodríguez,single,Yes,['Juan Josué Rodríguez'],Diego Rodríguez,Done
294,294,3758,"Gold Cup, 2021",Honduras vs Grenada,14-07-2021,Honduras,HN,2021,SUCCESS,Diego Rodríguez,0,FALSE,Only Before + Zero Before,FALSE,Diego Rodríguez,D Rodríguez,single,Yes,['Juan Josué Rodríguez'],Diego Rodríguez,Done
295,295,3763,"Gold Cup, 2021",Panama vs Grenada,21-07-2021,Panama,PA,2021,SUCCESS,Omar Córdoba,0,FALSE,Only Before + Zero Before,FALSE,Omar Córdoba,O Cordoba,single,Yes,['Ronaldo Córdoba'],Omar Córdoba,Done
296,296,3769,"Gold Cup, 2021",Mexico vs El Salvador,19-07-2021,El Salvador,SV,2021,SUCCESS,Ronald Rodríguez,125000,FALSE,Used Average of Season Before and After,FALSE,Ronald Rodríguez,R Rodríguez,single,Yes,['Óscar Rodríguez'],Ronald Rodríguez,Done
297,297,3773,"Gold Cup, 2021",Panama vs Honduras,18-07-2021,Honduras,HN,2021,SUCCESS,Diego Rodríguez,0,FALSE,Only Before + Zero Before,FALSE,Diego Rodríguez,D Rodríguez,single,Yes,['Juan Josué Rodríguez'],Diego Rodríguez,Done
298,298,3778,"Gold Cup, 2021",Qatar vs El Salvador,25-07-2021,El Salvador,SV,2021,SUCCESS,Ronald Rodríguez,125000,FALSE,Used Average of Season Before and After,FALSE,Ronald Rodríguez,R Rodríguez,single,Yes,['Óscar Rodríguez'],Ronald Rodríguez,Done
299,299,3781,"Gold Cup, 2021",Trinidad and Tobago vs El Salvador,15-07-2021,El Salvador,SV,2021,SUCCESS,Ronald Rodríguez,125000,FALSE,Used Average of Season Before and After,FALSE,Ronald Rodríguez,R Rodríguez,single,Yes,['Óscar Rodríguez'],Ronald Rodríguez,Done
300,300,2277,"World Cup Qualifiers, Asia, 2018",Australia vs Syria,10-10-2017,Syria,SY,2017,SUCCESS,Zaher Midani,0,FALSE,Used Average of Season Before and After,FALSE,Zaher Midani,Zahir Al Midani,single,Yes,['Omar Al-Midani'],Zaher Midani,Done
301,301,2280,"World Cup Qualifiers, Asia, 2018",Syria vs China PR,13-06-2017,Syria,SY,2017,SUCCESS,Zaher Midani,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Zaher Midani,Zahir Al Midani,single,Yes,['Omar Al-Midani'],"['Zaher Midani', 'Omar Al-Midani']",Done
302,302,2285,"World Cup Qualifiers, Asia, 2018",Syria vs Australia,05-10-2017,Syria,SY,2017,SUCCESS,Zaher Midani,0,FALSE,Used Average of Season Before and After,FALSE,Zaher Midani,Zahir Al Midani,single,Yes,['Omar Al-Midani'],Zaher Midani,Done
303,303,2291,"World Cup Qualifiers, Asia, 2018",Maldives vs China PR,8-9-2015,Maldives,MV,2015,SUCCESS,Mohamed Sifan,0,FALSE,Used Average of Season Before and After,FALSE,Mohamed Sifan,Mohamed Arif,single,Yes,['Mohamed Saaif'],Mohamed 'Bakaa' Arif,Done
304,304,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Vietnam,VN,2016,SUCCESS,Van Thanh Vu,0,FALSE,Used Average of Season Before and After,FALSE,Van Thanh Vu,V Văn Thanh,single,Yes,"['Thanh Diep Nguyen', 'Thanh Binh Nguyen', 'Thanh Hien Nguyen', 'Xuan Thanh Nguyen', 'Thanh Chung Nguyen', 'Thanh Nhan Nguyen', 'Pham Thanh Long Le']",Van Thanh Vu,Done
305,305,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Vietnam,VN,2016,SUCCESS,Nguyen Manh Tran,0,FALSE,Used Average of Season Before and After,FALSE,Nguyen Manh Tran,Nguyn Văn Toàn,single,Yes,['Van Toan Nguyen'],Van Toan Nguyen,Done
306,306,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Vietnam,VN,2016,SUCCESS,Hoang Thinh Ngo,0,FALSE,Only Before + Zero Before,FALSE,Hoang Thinh Ngo,Ngô Hoàng Thnh,single,Yes,['Phong Hong Duy Nguyen'],Hoang Thinh Ngo,Done
307,307,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Chinese Taipei,TW,2016,SUCCESS,Chiu-Lin Huang,0,FALSE,Used Average of Season Before and After,FALSE,Chiu-Lin Huang,Chiu Yu-hung,single,Yes,['Yu-Hung Chiu'],Yu-Hung Chiu,Done
308,308,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Chinese Taipei,TW,2016,SUCCESS,Cheng Chou,25000,FALSE,Found in Curr Season,FALSE,Cheng Chou,Chen Chao-an,single,Yes,['Chao-An Chen'],Chao-An Chen,Done
309,309,2298,"World Cup Qualifiers, Asia, 2018",Vietnam vs Chinese Taipei,24-03-2016,Chinese Taipei,TW,2016,SUCCESS,Wen-Chieh Pan,50000,FALSE,Found in Curr Season,FALSE,Wen-Chieh Pan,Wen Chih-hao,single,Yes,['Chih-Hao Wen'],Chih-Hao Wen,Done
310,310,2301,"World Cup Qualifiers, Asia, 2018",Qatar vs Syria,11-10-2016,Syria,SY,2016,SUCCESS,Zaher Midani,0,FALSE,"Did Not Find in Curr Season, One Up, or One Down",FALSE,Zaher Midani,Zahir Al Midani,single,Yes,['Omar Al-Midani'],"['Zaher Midani', 'Omar Al-Midani']",Done
311,311,2304,"World Cup Qualifiers, Asia, 2018",Qatar vs Maldives,13-10-2015,Maldives,MV,2015,SUCCESS,Ahmed Imaaz,0,FALSE,Used Average of Season Before and After,FALSE,Ahmed Imaaz,Ahmed Zaad,single,Yes,['Zaad Ahmed'],Zaad Ahmed,Done
312,312,2306,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Bhutan,11-06-2015,Bhutan,BT,2015,SUCCESS,Hari Gurung,0,FALSE,Used Average of Season Before and After,FALSE,Hari Gurung,H Gurung,single,Yes,"['Karun Gurung', 'Man Bahadur Gurung', 'Dilip Gurung']",Hari Gurung,Done
313,313,2306,"World Cup Qualifiers, Asia, 2018",Hong Kong vs Bhutan,11-06-2015,Bhutan,BT,2015,SUCCESS,Karma Shedrup Tshering,0,FALSE,Used Average of Season Before and After,FALSE,Karma Shedrup Tshering,K Tshering,single,Yes,['Orgyen Wangchuk Tshering'],Karma Shedrup Tshering,Done
314,314,2308,"World Cup Qualifiers, Asia, 2018",Thailand vs Iraq,08-09-2015,Iraq,IQ,2015,SUCCESS,Ahmad Salah Alwan,100000,FALSE,Found in Curr Season,FALSE,Ahmad Salah Alwan,Ahmed Ibrahim Khalaf,single,Yes,"['Karrar Ibrahim', 'Ahmad Mnajed', 'Kais Al-Ani', 'Ibrahim Bayesh', 'Amir Al-Ammari', 'Ahmad Fadhil', 'Ali Al-Hamadi', 'Ahmad Allée', 'Louaï Al-Ani', 'André Al-Sanati', 'Danilo Al-Saed']",Ahmed Ibrahim Khalaf,Done
315,315,2311,"World Cup Qualifiers, Asia, 2018",India vs Guam,12-11-2015,Guam,GU,2015,SUCCESS,Jason Cunliffe,0,FALSE,Used Average of Season Before and After,FALSE,Jason Cunliffe,J Cunliffe,single,Yes,['A. J. DeLaGarza'],Jason Cunliffe,Done
316,316,2312,"World Cup Qualifiers, Asia, 2018",Pakistan vs Yemen,23-03-2015,Yemen,YE,2015,SUCCESS,Mudir Abdurabu,0,FALSE,Used Average of Season Before and After,FALSE,Mudir Abdurabu,Mudir Al Radaei,single,Yes,"['Ahmed Al-Dhaheri', 'Ammar Al-Baidani']",Mudir Abdurabu,Done
317,317,2313,"World Cup Qualifiers, Asia, 2018",Singapore vs Cambodia,13-10-2015,Singapore,SG,2015,SUCCESS,Irwan Shah,0,FALSE,Only Before + Zero Before,FALSE,Irwan Shah,I Sha,single,Yes,['Shahfiq Ghani'],Irwan Shah,Done
318,318,2313,"World Cup Qualifiers, Asia, 2018",Singapore vs Cambodia,13-10-2015,Cambodia,KH,2015,SUCCESS,Pidor Sam Oeun,0,FALSE,Used Average of Season Before and After,FALSE,Pidor Sam Oeun,Rous Samoeun,single,Yes,['Samoeun Rous'],Samoeun Rous,Done
319,319,2315,"World Cup Qualifiers, Asia, 2018",Maldives vs Hong Kong,12-11-2015,Maldives,MV,2015,SUCCESS,Mohamed Sifan,0,FALSE,Used Average of Season Before and After,FALSE,Mohamed Sifan,Mohamed Arif,single,Yes,['Mohamed Saaif'],Mohamed 'Bakaa' Arif,Done
320,320,2317,"World Cup Qualifiers, Asia, 2018",Syria vs Afghanistan,13-10-2015,Afghanistan,AF,2015,SUCCESS,Norlla Amiri,25000,FALSE,Used Average of Season Before and After,FALSE,Norlla Amiri,N Amiri,single,Yes,['Haroon Amiri'],Norlla Amiri,Done
321,321,2321,"World Cup Qualifiers, Asia, 2018",Japan vs Cambodia,03-09-2015,Cambodia,KH,2015,SUCCESS,Pidor Sam Oeun,0,FALSE,Used Average of Season Before and After,FALSE,Pidor Sam Oeun,Rous Samoeun,single,Yes,['Samoeun Rous'],Samoeun Rous,Done
322,322,2321,"World Cup Qualifiers, Asia, 2018",Japan vs Cambodia,03-09-2015,Cambodia,KH,2015,SUCCESS,Thierry Bin,0,FALSE,Used Average of Season Before and After,FALSE,Thierry Bin,T Chantha Bin,single,Yes,['Chanthea Sieng'],Thierry Bin,Done
