,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Match ID,Competition,Match,Date,Nationality,Team Country Code,Season,Status,Name,Market Value,Lookup Still Required?,Lookup Return Case,Impute Required?,Name(s) Found,ORIGINAL JERSEY,Match Case,Status New
256,256,256,256,58584,284,3906,"World Cup 2014, Qualifiers, CONCACAF",Guatemala vs USA,12-Jun-12,USA,US,2012,FAIL,"['Hérculez Gómez', 'Jonathan Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Hérculez Gómez', 'Jonathan Gómez']",FALSE,['Hérculez Gómez'],Gómez,multiple,Done
257,257,257,257,58600,300,3907,"World Cup 2014, Qualifiers, CONCACAF",Guyana vs Costa Rica,12-Jun-12,Guyana,GY,2012,FAIL,"['Ariel Rodriguez', 'Osvaldo Rodriguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ariel Rodriguez', 'Osvaldo Rodriguez']",FALSE,John Rodriguez,Rodrigues,multiple,Done
258,258,258,258,58606,306,3907,"World Cup 2014, Qualifiers, CONCACAF",Guyana vs Costa Rica,12-Jun-12,Guyana,GY,2012,FAIL,"['Richard Steven', 'Ricardo Blanco', 'Ricardo Peña']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Richard Steven', 'Ricardo Blanco', 'Ricardo Peña']",FALSE,Gregory Richardson,Richardson,multiple,Done
259,259,259,259,58608,308,3908,"World Cup 2014, Qualifiers, CONCACAF",Panama vs Cuba,12-Jun-12,Panama,PA,2012,FAIL,"['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Álex Rodríguez', 'Carlos Rodríguez', 'Jhamal Rodríguez', 'Tomás Rodríguez']",FALSE,Carlos Rodríguez,Rodríguez,multiple,Done
260,260,260,260,58616,316,3908,"World Cup 2014, Qualifiers, CONCACAF",Panama vs Cuba,12-Jun-12,Panama,PA,2012,FAIL,"['Gabriel Gómez', 'Martín Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Gabriel Gómez', 'Martín Gómez']",FALSE,Edwin Aguilar,Gómez,multiple,Done
261,261,261,261,58661,361,3910,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Sep-12,Jamaica,JM,2012,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",FALSE,Jermaine Johnson,Johnson,multiple,Done
262,262,262,262,58667,367,3910,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Sep-12,USA,US,2012,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
263,263,263,263,58668,368,3910,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Sep-12,USA,US,2012,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,['Jermaine Jones'],Jones,multiple,Done
264,264,264,264,58672,372,3910,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs USA,07-Sep-12,USA,US,2012,FAIL,"['Hérculez Gómez', 'Jonathan Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Hérculez Gómez', 'Jonathan Gómez']",FALSE,['Hérculez Gómez'],Gómez,multiple,Done
265,265,265,265,58708,408,3912,"World Cup 2014, Qualifiers, CONCACAF",Canada vs Panama,07-Sep-12,Canada,CA,2012,FAIL,"['Edgar Góndola', 'Edgardo Fariña']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Edgar Góndola', 'Edgardo Fariña']",FALSE,David Edgar,Edgar,multiple,Done
266,266,266,266,58745,445,3914,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs Mexico,07-Sep-12,Costa Rica,CR,2012,FAIL,"['Ariel Rodríguez', 'Osvaldo Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ariel Rodríguez', 'Osvaldo Rodríguez']",FALSE,Ariel Rodríguez,Rodriguez,multiple,Done
267,267,267,267,58754,454,3914,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs Mexico,07-Sep-12,Mexico,MX,2012,FAIL,"['Arturo González', 'Hugo González', 'Jonathan González', 'Julio González', 'Bryan González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Arturo González', 'Hugo González', 'Jonathan González', 'Julio González', 'Bryan González']",FALSE,Arturo González,González,multiple,Done
268,268,268,268,58876,576,3920,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Sep-12,USA,US,2012,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
269,269,269,269,58879,579,3920,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Sep-12,USA,US,2012,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,['Jermaine Jones'],Jones,multiple,Done
270,270,270,270,58881,581,3920,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Sep-12,USA,US,2012,FAIL,"['Hérculez Gómez', 'Jonathan Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Hérculez Gómez', 'Jonathan Gómez']",FALSE,['Hérculez Gómez'],Gómez,multiple,Done
271,271,271,271,58891,591,3920,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Sep-12,Jamaica,JM,2012,FAIL,"['Shaun Cummings', 'Fitzroy Cummings']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Shaun Cummings', 'Fitzroy Cummings']",FALSE,Shaun Cummings,Cummings,multiple,Done
272,272,272,272,58892,592,3920,"World Cup 2014, Qualifiers, CONCACAF",USA vs Jamaica,11-Sep-12,Jamaica,JM,2012,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",FALSE,Jermaine Johnson,Johnson,multiple,Done
273,273,273,273,58900,600,3921,"World Cup 2014, Qualifiers, CONCACAF",Antigua and Barbuda vs USA,12-Oct-12,Antigua and Barbuda,AG,2012,FAIL,"['Kemoi Williams', 'Chad Williams', 'Jajuan Williams', 'Kemio Williams']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kemoi Williams', 'Chad Williams', 'Jajuan Williams', 'Kemio Williams']",FALSE,Teran Williams,Williams,multiple,Done
274,274,274,274,59050,750,3928,"World Cup 2014, Qualifiers, CONCACAF",Cuba vs Panama,16-Oct-12,Cuba,CU,2012,FAIL,"['Darío Ramos', 'Osniel Ramos']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Darío Ramos', 'Osniel Ramos']",FALSE,Andy Ramos,Ramos,multiple,Done
275,275,275,275,59079,779,3929,"World Cup 2014, Qualifiers, CONCACAF",USA vs Guatemala,16-Oct-12,USA,US,2012,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
276,276,276,276,59080,780,3929,"World Cup 2014, Qualifiers, CONCACAF",USA vs Guatemala,16-Oct-12,USA,US,2012,FAIL,"['Hérculez Gómez', 'Jonathan Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Hérculez Gómez', 'Jonathan Gómez']",FALSE,['Hérculez Gómez'],Gómez,multiple,Done
277,277,277,277,59086,786,3929,"World Cup 2014, Qualifiers, CONCACAF",USA vs Guatemala,16-Oct-12,Guatemala,GT,2012,FAIL,"['Brandón de León', 'Frank de León', 'Maynor de León', 'Luis de León']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Brandón de León', 'Frank de León', 'Maynor de León', 'Luis de León']",FALSE,Manuel León,León,multiple,Done
278,278,278,278,59093,793,3930,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Antigua and Barbuda,16-Oct-12,Jamaica,JM,2012,FAIL,"['Shaun Cummings', 'Fitzroy Cummings']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Shaun Cummings', 'Fitzroy Cummings']",FALSE,Shaun Cummings,Cummings,multiple,Done
279,279,279,279,59119,819,3931,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs Guyana,16-Oct-12,Guyana,GY,2012,FAIL,"['Jordan Smith', 'Ian Smith']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jordan Smith', 'Ian Smith']",FALSE,Jamaal Smith,Smith,multiple,Done
280,280,280,280,59149,849,3932,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs El Salvador,16-Oct-12,Mexico,MX,2012,FAIL,"['Óscar Rodríguez', 'Ronald Rodríguez', 'Rodrigo Rivera']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Óscar Rodríguez', 'Ronald Rodríguez', 'Rodrigo Rivera']",FALSE,Francisco Rodríguez,Rodriguez,multiple,Done
281,281,281,281,59172,872,3933,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs USA,06-Feb-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
282,282,282,282,59173,873,3933,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs USA,06-Feb-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
283,283,283,283,59174,874,3933,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs USA,06-Feb-13,USA,US,2013,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
284,284,284,284,59178,878,3933,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs USA,06-Feb-13,USA,US,2013,FAIL,"['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Sean Johnson', 'Fabian Johnson', 'Eddie Johnson']",FALSE,Fabian Johnson,Johnson,multiple,Done
285,285,285,285,59182,882,3934,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Jamaica,06-Feb-13,Mexico,MX,2013,FAIL,"['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",FALSE,Francisco Rodríguez,Rodriguez,multiple,Done
286,286,286,286,59200,900,3934,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Jamaica,06-Feb-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 8 Johnson",FALSE,Jermaine Johnson,Johnson,multiple,Done
287,287,287,287,59201,901,3934,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs Jamaica,06-Feb-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9 Johnson",FALSE,Jermaine Johnson,Johnson,multiple,Done
288,288,288,288,59237,937,3936,"World Cup 2014, Qualifiers, CONCACAF",Honduras vs Mexico,22-Mar-13,Mexico,MX,2013,FAIL,"['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",FALSE,Francisco Rodríguez,Rodriguez,multiple,Done
289,289,289,289,59248,948,3937,"World Cup 2014, Qualifiers, CONCACAF",USA vs Costa Rica,22-Mar-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
290,290,290,290,59251,951,3937,"World Cup 2014, Qualifiers, CONCACAF",USA vs Costa Rica,22-Mar-13,USA,US,2013,FAIL,"['Jermaine Jones', 'DeJuan Jones']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Jermaine Jones', 'DeJuan Jones']",FALSE,Jermaine Jones,Jones,multiple,Done
291,291,291,291,59255,955,3937,"World Cup 2014, Qualifiers, CONCACAF",USA vs Costa Rica,22-Mar-13,USA,US,2013,FAIL,"['Hérculez Gómez', 'Jonathan Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Hérculez Gómez', 'Jonathan Gómez']",FALSE,Hérculez Gómez,Gómez,multiple,Done
292,292,292,292,59278,978,3938,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Panama,22-Mar-13,Jamaica,JM,2013,FAIL,"['Kemar Beckford', 'Deshane Beckford']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kemar Beckford', 'Deshane Beckford']",FALSE,Jermaine Beckford,Beckford,multiple,Done
293,293,293,293,59310,1010,3939,"World Cup 2014, Qualifiers, CONCACAF",Costa Rica vs Jamaica,26-Mar-13,Jamaica,JM,2013,FAIL,"['Kemar Beckford', 'Deshane Beckford']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Kemar Beckford', 'Deshane Beckford']",FALSE,Jermaine Beckford,Beckford,multiple,Done
294,294,294,294,59325,1025,3940,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs USA,26-Mar-13,USA,US,2013,FAIL,"['Omar González', 'Jesse González']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar González', 'Jesse González']",FALSE,Omar Gonzalez,Gonzalez,multiple,Done
295,295,295,295,59332,1032,3940,"World Cup 2014, Qualifiers, CONCACAF",Mexico vs USA,26-Mar-13,USA,US,2013,FAIL,"['Hérculez Gómez', 'Jonathan Gómez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Hérculez Gómez', 'Jonathan Gómez']",FALSE,Hérculez Gómez,Gómez,multiple,Done
296,296,296,296,59366,1066,3942,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Mexico,04-Jun-13,Jamaica,JM,2013,FAIL,"['Jason Johnson', 'Jermaine Johnson', 'Daniel Johnson']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 9 Johnson",FALSE,Jermaine Johnson,Johnson,multiple,Done
297,297,297,297,59369,1069,3942,"World Cup 2014, Qualifiers, CONCACAF",Jamaica vs Mexico,04-Jun-13,Mexico,MX,2013,FAIL,"['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Rodrigo López', 'Luis Rodríguez', 'Iván Rodríguez']",FALSE,Francisco Rodríguez,Rodriguez,multiple,Done
298,298,298,298,59613,213,815,"Euros 2020, Qualifiers",Andorra vs Turkey,17.11.19,Turkey,TR,2019,FAIL,"['Kaan Ayhan', 'Yalçın Ayhan']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 22. Ayhan",FALSE,Kaan Ayhan,Ayhan,multiple,Done
299,299,299,299,60526,26,3589,"African Cup of Nations, 2021",Gambia vs Cameroon,29-01-2022,Gambia,GM,2022,FAIL,"['Omar Jagne', 'Saihou Jagne']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar Jagne', 'Saihou Jagne']",FALSE,Pa Modou,P Jagne,multiple,Done
300,300,300,300,60532,32,3589,"African Cup of Nations, 2021",Gambia vs Cameroon,29-01-2022,Gambia,GM,2022,FAIL,"['Modou Barrow', 'Musa Barrow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Modou Barrow', 'Musa Barrow']",FALSE,Musa Barrow,M Barrow,multiple,Done
301,301,301,301,60615,115,3593,"African Cup of Nations, 2021",Ghana vs Comoros,18-01-2022,Ghana,GH,2022,FAIL,"['Fatawu Safiu', 'Fatawu Dauda']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Fatawu Safiu', 'Fatawu Dauda']",FALSE,Hamidu Abdul Fatawu,A Fatawu,multiple,Done
302,302,302,302,60889,389,3605,"African Cup of Nations, 2021",Mauritania vs Gambia,12-01-2022,Gambia,GM,2022,FAIL,"['Omar Jagne', 'Saihou Jagne']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar Jagne', 'Saihou Jagne']",FALSE,Pa Modou,P Jagne,multiple,Done
303,303,303,303,60893,393,3605,"African Cup of Nations, 2021",Mauritania vs Gambia,12-01-2022,Gambia,GM,2022,FAIL,"['Modou Barrow', 'Musa Barrow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Modou Barrow', 'Musa Barrow']",FALSE,Musa Barrow,M Barrow,multiple,Done
304,304,304,304,60894,394,3605,"African Cup of Nations, 2021",Mauritania vs Gambia,12-01-2022,Gambia,GM,2022,FAIL,"['Ablie Jallow', 'Abdoulie Jallow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ablie Jallow', 'Abdoulie Jallow']",FALSE,Ablie Jallow,A Jallow,multiple,Done
305,305,305,305,60999,499,3610,"African Cup of Nations, 2021",Guinea vs Gambia,24-01-2022,Gambia,GM,2022,FAIL,"['Omar Jagne', 'Saihou Jagne']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar Jagne', 'Saihou Jagne']",FALSE,Pa Modou,P Jagne,multiple,Done
306,306,306,306,61002,502,3610,"African Cup of Nations, 2021",Guinea vs Gambia,24-01-2022,Gambia,GM,2022,FAIL,"['Ablie Jallow', 'Abdoulie Jallow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ablie Jallow', 'Abdoulie Jallow']",FALSE,Ablie Jallow,A Jallow,multiple,Done
307,307,307,307,61004,504,3610,"African Cup of Nations, 2021",Guinea vs Gambia,24-01-2022,Gambia,GM,2022,FAIL,"['Modou Barrow', 'Musa Barrow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Modou Barrow', 'Musa Barrow']",FALSE,Musa Barrow,M Barrow,multiple,Done
308,308,308,308,61005,505,3610,"African Cup of Nations, 2021",Guinea vs Gambia,24-01-2022,Gambia,GM,2022,FAIL,"['Modou Barrow', 'Musa Barrow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Modou Barrow', 'Musa Barrow']",FALSE,Modou Barrow,M Barrow,multiple,Done
309,309,309,309,61208,708,3620,"African Cup of Nations, 2021",Gambia vs Tunisia,20-01-2022,Gambia,GM,2022,FAIL,"['Omar Jagne', 'Saihou Jagne']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar Jagne', 'Saihou Jagne']",FALSE,Pa Modou,P Jagne,multiple,Done
310,310,310,310,61213,713,3620,"African Cup of Nations, 2021",Gambia vs Tunisia,20-01-2022,Gambia,GM,2022,FAIL,"['Modou Barrow', 'Musa Barrow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Modou Barrow', 'Musa Barrow']",FALSE,Modou Barrow,M Barrow,multiple,Done
311,311,311,311,61214,714,3620,"African Cup of Nations, 2021",Gambia vs Tunisia,20-01-2022,Gambia,GM,2022,FAIL,"['Modou Barrow', 'Musa Barrow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Modou Barrow', 'Musa Barrow']",FALSE,Musa Barrow,M Barrow,multiple,Done
312,312,312,312,61253,753,3622,"African Cup of Nations, 2021",Gambia vs Mali,16-01-2022,Gambia,GM,2022,FAIL,"['Ablie Jallow', 'Abdoulie Jallow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Ablie Jallow', 'Abdoulie Jallow']",FALSE,Ablie Jallow,A Jallow,multiple,Done
313,313,313,313,61257,757,3622,"African Cup of Nations, 2021",Gambia vs Mali,16-01-2022,Gambia,GM,2022,FAIL,"['Modou Barrow', 'Musa Barrow']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Modou Barrow', 'Musa Barrow']",FALSE,Modou Barrow,M Barrow,multiple,Done
314,314,314,314,62789,89,2026,"World Cup Qualifiers, Africa, 2018",Gambia vs Namibia,09-10-2015,Gambia,GM,2015,FAIL,"['Abdou Jammeh', 'Adama Jammeh']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Abdou Jammeh', 'Adama Jammeh']",FALSE,Adama Jammeh,A Jammeh,multiple,Done
315,315,315,315,62792,92,2026,"World Cup Qualifiers, Africa, 2018",Gambia vs Namibia,09-10-2015,Gambia,GM,2015,FAIL,"['Omar Jagne', 'Saihou Jagne']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Omar Jagne', 'Saihou Jagne']",FALSE,Pa Modou,P Jagne,multiple,Done
316,316,316,316,62798,98,2026,"World Cup Qualifiers, Africa, 2018",Gambia vs Namibia,09-10-2015,Gambia,GM,2015,FAIL,"['Momodou Ceesay', 'Matarr Ceesay']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Momodou Ceesay', 'Matarr Ceesay']",FALSE,Momodou Ceesay,M Ceesay,multiple,Done
317,317,317,317,62979,279,2034,"World Cup Qualifiers, Africa, 2018",Gabon vs Cote d'Ivoire,02-09-2017,Cote d'Ivoire,CI,2017,FAIL,"['Adama Traoré', 'Alassane Traoré']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 18 A. Traoré",FALSE,Adama Traoré,A Traoré,multiple,Done
318,318,318,318,63226,526,2046,"World Cup Qualifiers, Africa, 2022",Morocco vs Sudan,02-09-2021,Sudan,SD,2021,FAIL,"['Ali Abdalla', 'Faris Abdalla', 'Sofian Abdalla']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, ORIGINAL NAME WAS 2 Abu Agla Abdalla",FALSE,Mohamed Abuaagla,Abu Agla Abdalla,multiple,Done
319,319,319,319,63364,664,2053,"World Cup Qualifiers, Africa, 2022",Madagascar vs Congo DR,10-10-2021,Madagascar,MG,2021,FAIL,"['Tahiana Randrianarisoa', 'Mahavy Tiana Randrianarisoa', 'Jean Dieu Randrianasolo']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Tahiana Randrianarisoa', 'Mahavy Tiana Randrianarisoa', 'Jean Dieu Randrianasolo']",FALSE,Mamy Gervais,G Randrianarisoa,multiple,Done
320,320,320,320,63620,920,2064,"World Cup Qualifiers, Africa, 2022",Nigeria vs Ghana,29-03-2022,Ghana,GH,2022,FAIL,"['Fatawu Safiu', 'Fatawu Dauda']",0.0,TRUE,"FILTERING USING MATCH DATE LEFT 0 RESULTS. BEFORE FILTERING, CANDIDATE NAMES WERE ['Fatawu Safiu', 'Fatawu Dauda']",FALSE,Hamidu Abdul Fatawu,A Fatawu,multiple,Done
